0,Title,Year,Rated,Runtime,Writer,Plot,Language,imdbRating,imdbVotes,imdbID,Rotten Tomatoes,Metacritic,Series,Released_season,Released_month,Released_day,PG_Rating,Available_languages,Oscars_won,Oscars_nominated,Golden_globe_won,Golden_globe_nominated,Unnamed: 0,0
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1980.0,PG,124.0,"Leigh Brackett (screenplay by), Lawrence Kasdan (screenplay by), George Lucas (story by)","After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",['English'],8.7,1117517.0,tt0080684,9.4,8.2,0.0,3.0,6.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,,
tt0111438,Timecop,1994.0,R,99.0,"Mark Verheiden (screenplay), Mike Richardson (story), Mark Verheiden (story), Mike Richardson (comic series), Mark Verheiden (comic series)","Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",['English'],5.9,53896.0,tt0111438,4.4,4.8,0.0,4.0,9.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0103064,Terminator 2: Judgment Day,1991.0,R,137.0,"James Cameron, William Wisher","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.","['English', ' Spanish']",8.5,963659.0,tt0103064,9.3,7.5,0.0,3.0,7.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,,
tt0032635,The Invisible Man Returns,1940.0,Passed,81.0,"H.G. Wells (characters), Joe May (story), Curt Siodmak (story), Lester Cole (screenplay), Curt Siodmak (screenplay)","The owner of a coal mining operation, falsely imprisoned for fratricide, takes a drug to make him invisible, despite its side effect: gradual madness.",['English'],6.6,3307.0,tt0032635,8.3,,0.0,1.0,1.0,12.0,,1.0,0.0,1.0,0.0,0.0,,
tt0120082,Scream 2,1997.0,R,120.0,"Kevin Williamson (characters), Kevin Williamson","Two years after the first series of murders, as Sydney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",['English'],6.2,151624.0,tt0120082,8.2,6.3,0.0,1.0,12.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0094226,The Untouchables,1987.0,R,119.0,"Oscar Fraley (suggested by book), Eliot Ness (suggested by book), David Mamet","During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",['English'],7.9,267487.0,tt0094226,8.2,7.9,0.0,3.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,,
tt0289992,The Life of David Gale,2003.0,R,130.0,Charles Randolph,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,"['English', ' Spanish']",7.6,105562.0,tt0289992,1.9,3.1,0.0,1.0,2.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0416320,Match Point,2005.0,R,124.0,Woody Allen,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",['English'],7.6,200918.0,tt0416320,7.7,7.2,0.0,1.0,1.0,20.0,3.0,1.0,0.0,1.0,0.0,0.0,,
tt0280707,Gosford Park,2001.0,R,131.0,"Julian Fellowes, Robert Altman (based upon an idea by), Bob Balaban (based upon an idea by)",The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.,['English'],7.2,77187.0,tt0280707,8.6,9.0,0.0,1.0,1.0,18.0,3.0,1.0,1.0,0.0,0.0,0.0,,
tt0099785,Home Alone,1990.0,PG,103.0,John Hughes,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,['English'],7.6,447295.0,tt0099785,6.5,6.3,0.0,4.0,11.0,16.0,1.0,1.0,0.0,2.0,0.0,0.0,,
tt0089881,Ran,1985.0,R,162.0,"Akira Kurosawa (screenplay), Hideo Oguni (screenplay), Masato Ide (screenplay), William Shakespeare (play)","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",['Japanese'],8.2,106414.0,tt0089881,9.7,9.6,0.0,3.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,
tt0234137,Love & Sex,2000.0,R,82.0,Valerie Breiman,"Kate's fired from a women's magazine for writing about BJs, based on own experience as requested. She gets a last chance - 2500 happy, perky words on finding/keeping that perfect man. She tells about her relationships.",['English'],6.2,5135.0,tt0234137,,4.4,0.0,3.0,7.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0099077,Awakenings,1990.0,PG-13,121.0,"Oliver Sacks (book), Steven Zaillian (screenplay)","The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",['English'],7.8,117923.0,tt0099077,8.8,7.4,0.0,1.0,1.0,11.0,2.0,1.0,0.0,3.0,0.0,0.0,,
tt0119683,Les Misérables,1998.0,PG-13,134.0,"Victor Hugo (novel), Rafael Yglesias (screenplay)","Valjean, a former criminal, has atoned for his past and now finds himself in the midst of the French Revolution, avoiding a law-obsessed policeman hell-bent on capturing him.",['English'],7.5,37028.0,tt0119683,7.4,,0.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0449061,London,2005.0,R,92.0,Hunter Richards,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,['English'],6.5,21775.0,tt0449061,1.4,2.4,0.0,1.0,2.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0089880,Rambo: First Blood Part II,1985.0,R,96.0,"David Morrell (based on characters created by), Kevin Jarre (story by), Sylvester Stallone (screenplay by), James Cameron (screenplay by)",Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.,"['English', ' Vietnamese', ' Russian']",6.5,149728.0,tt0089880,3.6,4.7,0.0,2.0,5.0,22.0,3.0,3.0,0.0,1.0,0.0,0.0,,
tt0472198,Notorious,2009.0,R,122.0,"Reggie Rock Bythewood, Cheo Hodari Coker","The life and death story of The Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",['English'],6.7,39886.0,tt0472198,5.2,6.0,0.0,1.0,1.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0189541,Gabriela,2001.0,R,93.0,Vincent Jay Miller,"Mike is romantic and persistent, a social worker at a psychiatric clinic who falls for a new intern. Gabriela is passionate; she's also engaged; although her love for her fiance Patrick ...",['English'],6.9,1399.0,tt0189541,,,0.0,2.0,5.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0110598,Muriel's Wedding,1994.0,R,106.0,P.J. Hogan,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",['English'],7.2,33520.0,tt0110598,7.8,6.3,0.0,2.0,3.0,31.0,3.0,1.0,0.0,0.0,0.0,1.0,,
tt0093690,Outrageous Fortune,1987.0,R,99.0,Leslie Dixon,"Two women unknowingly share the same man, but when he disappears, both go out looking for him and enter his surprisingly dangerous life.","['English', ' Russian']",6.2,7059.0,tt0093690,5.0,,0.0,1.0,1.0,30.0,3.0,2.0,0.0,0.0,0.0,1.0,,
tt0111161,The Shawshank Redemption,1994.0,R,142.0,"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",['English'],9.3,2238077.0,tt0111161,9.0,8.0,0.0,4.0,10.0,14.0,3.0,1.0,0.0,7.0,0.0,0.0,,
tt0103855,The Bodyguard,1992.0,R,129.0,Lawrence Kasdan,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",['English'],6.3,114875.0,tt0103855,3.3,3.9,0.0,4.0,11.0,25.0,3.0,1.0,0.0,2.0,0.0,0.0,,
tt0083722,Cat People,1982.0,R,118.0,"DeWitt Bodeen (story), Alan Ormsby (screenplay)",A young woman's sexual awakening brings horror when she discovers her urges transform her into a monstrous black leopard.,['English'],6.2,18563.0,tt0083722,6.1,6.2,0.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,,
tt0120915,Star Wars: Episode I - The Phantom Menace,1999.0,PG,136.0,George Lucas,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their old glory.",['English'],6.5,705336.0,tt0120915,5.3,5.1,0.0,2.0,5.0,19.0,1.0,1.0,0.0,3.0,0.0,0.0,,
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007.0,R,160.0,"Andrew Dominik (screenplay), Ron Hansen (novel)","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","['English', ' Danish']",7.5,163687.0,tt0443680,7.7,6.8,0.0,4.0,10.0,19.0,3.0,2.0,0.0,2.0,0.0,0.0,,
tt0361596,Fahrenheit 9/11,2004.0,R,122.0,Michael Moore,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,"['English', ' Arabic']",7.5,124872.0,tt0361596,8.2,6.7,0.0,3.0,6.0,25.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0477347,Night at the Museum,2006.0,PG,108.0,"Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Robert Ben Garant (screen story), Thomas Lennon (screen story), Milan Trenc (book)",A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.,"['English', ' Italian', ' Hebrew']",6.4,303415.0,tt0477347,4.3,4.8,0.0,1.0,12.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,,
tt0091799,Psycho III,1986.0,R,93.0,"Charles Edward Pogue, Robert Bloch (characters)","Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""mother"" is still watching.",['English'],5.4,12330.0,tt0091799,5.8,5.8,0.0,3.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0119174,The Game,1997.0,R,129.0,"John Brancato, Michael Ferris","After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.","['English', ' Cantonese', ' German']",7.8,330089.0,tt0119174,7.3,6.1,0.0,4.0,9.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,,
tt0825232,The Bucket List,2007.0,PG-13,97.0,Justin Zackham,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.,['English'],7.4,223715.0,tt0825232,4.1,4.2,0.0,1.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0062229,Le Samouraï,1967.0,GP,101.0,"Jean-Pierre Melville, Georges Pellegrin",After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,['French'],8.1,42690.0,tt0062229,10.0,,0.0,4.0,10.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0317740,The Italian Job,2003.0,PG-13,111.0,"Troy Kennedy-Martin, Donna Powers (screenplay), Wayne Powers (screenplay)","After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","['English', ' Russian', ' Italian']",7.0,334701.0,tt0317740,7.3,6.8,0.0,2.0,5.0,30.0,2.0,3.0,0.0,0.0,0.0,0.0,,
tt0155722,The Piano Player,1999.0,Not Rated,112.0,"Ruth Toma (screenplay), Rolf Schübel (screenplay), Nick Barkow (novel)","Follows three men who are in love with a most beautiful waitress: An intellectual restaurant owner, a mysterious musician and an erratic businessman; taking place during the WWII.","['German', ' English', ' Hungarian']",7.8,6915.0,tt0155722,8.4,6.0,0.0,4.0,10.0,21.0,,3.0,0.0,0.0,0.0,0.0,,
tt0347149,Howl's Moving Castle,2004.0,PG,119.0,"Hayao Miyazaki (screenplay), Diana Wynne Jones (novel)","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",['Japanese'],8.2,310893.0,tt0347149,8.7,8.0,0.0,3.0,6.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,,
tt0093206,Red Sorghum,1988.0,Not Rated,91.0,"Jianyu Chen, Yan Mo (books), Wei Zhu","When a leprous winery owner in 1930s China dies a few days after his arranged marriage, his young widow is forced to run the winery to make a living while contending with bandits, her drunkard lover, and the invading Japanese army.","['Mandarin', ' Japanese']",7.4,7579.0,tt0093206,8.3,,0.0,1.0,2.0,1.0,,2.0,0.0,0.0,0.0,0.0,,
tt0467406,Juno,2007.0,PG-13,96.0,Diablo Cody,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",['English'],7.4,478183.0,tt0467406,9.4,8.1,0.0,1.0,12.0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,,
tt0056801,8½,1963.0,Not Rated,138.0,"Federico Fellini (story), Ennio Flaiano (story), Federico Fellini (screenplay), Tullio Pinelli (screenplay), Ennio Flaiano (screenplay), Brunello Rondi (screenplay)",A harried movie director retreats into his memories and fantasies.,"['Italian', ' French', ' English', ' German']",8.0,104407.0,tt0056801,9.8,,0.0,3.0,6.0,24.0,,4.0,2.0,0.0,0.0,0.0,,
tt0105665,Twin Peaks: Fire Walk with Me,1992.0,R,134.0,"David Lynch, Robert Engels, Mark Frost (television series Twin Peaks), David Lynch (television series Twin Peaks)","Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.",['English'],7.3,81660.0,tt0105665,6.4,2.8,0.0,3.0,8.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0097240,Drugstore Cowboy,1989.0,R,101.0,"James Fogle (novel), Gus Van Sant (screenplay), Daniel Yost (screenplay)",A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,['English'],7.3,31060.0,tt0097240,10.0,8.2,0.0,4.0,10.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0120784,Payback,1999.0,R,100.0,"Donald E. Westlake (novel), Brian Helgeland (screenplay), Terry Hayes (screenplay)","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",['English'],7.1,128225.0,tt0120784,5.4,4.6,0.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0096219,Talk Radio,1988.0,R,110.0,"Stephen Singular (book), Eric Bogosian (play), Tad Savinar (play), Eric Bogosian (play), Eric Bogosian (screenplay), Oliver Stone (screenplay)","A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",['English'],7.3,12103.0,tt0096219,8.2,6.6,0.0,1.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0119217,Good Will Hunting,1997.0,R,126.0,"Matt Damon, Ben Affleck","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",['English'],8.3,825908.0,tt0119217,9.7,7.0,0.0,1.0,1.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,,
tt0106453,Body of Evidence,1992.0,R,99.0,Brad Mirman,A lawyer defends a woman accused of killing her older lover by having sex with him.,['English'],4.5,13649.0,tt0106453,0.8,2.9,0.0,1.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0308644,Finding Neverland,2004.0,PG,106.0,"Allan Knee (play), David Magee (screenplay)",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,['English'],7.7,194891.0,tt0308644,8.3,6.7,0.0,1.0,12.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,,
tt0093822,Raising Arizona,1987.0,PG-13,94.0,"Ethan Coen, Joel Coen","When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",['English'],7.3,122827.0,tt0093822,9.1,6.8,0.0,2.0,4.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0032976,Rebecca,1940.0,Approved,130.0,"Daphne Du Maurier (celebrated novel), Robert E. Sherwood (screen play), Joan Harrison (screen play), Philip MacDonald (adaptation), Michael Hogan (adaptation)",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"['English', ' French']",8.1,117553.0,tt0032976,10.0,8.6,0.0,2.0,4.0,12.0,,2.0,2.0,0.0,0.0,0.0,,
tt0155267,The Thomas Crown Affair,1999.0,R,113.0,"Alan Trustman (story), Leslie Dixon (screenplay), Kurt Wimmer (screenplay)","A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.","['English', ' German', ' Polish', ' French']",6.8,84204.0,tt0155267,7.0,7.2,0.0,3.0,8.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,,
tt0425210,Lucky Number Slevin,2006.0,R,110.0,Jason Smilovic,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,['English'],7.7,294847.0,tt0425210,,5.3,0.0,2.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0144528,Nutty Professor II: The Klumps,2000.0,PG-13,106.0,"Jerry Lewis (characters), Steve Oedekerk (story), Barry W. Blaustein (story), David Sheffield (story), Barry W. Blaustein (screenplay), David Sheffield (screenplay), Paul Weitz (screenplay), Chris Weitz (screenplay)","Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.",['English'],4.4,47233.0,tt0144528,2.6,3.8,0.0,3.0,7.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0032138,The Wizard of Oz,1939.0,PG,102.0,"Noel Langley (screenplay), Florence Ryerson (screenplay), Edgar Allan Woolf (screenplay), Noel Langley (adaptation), L. Frank Baum (from the book by)",Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.,['English'],8.0,364177.0,tt0032138,9.8,10.0,0.0,3.0,8.0,25.0,1.0,1.0,2.0,0.0,0.0,0.0,,
tt0271219,Tadpole,2002.0,PG-13,78.0,"Heather McGowan (story), Niels Mueller (story), Gary Winick (story), Heather McGowan, Niels Mueller","Coming-of-age story about a suave 15-year-old prep school student who falls in love with his stepmother. When her best friend responds to his advances, he suddenly finds himself in way over his head.","['English', ' French']",6.1,5611.0,tt0271219,7.8,7.1,0.0,3.0,8.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,,
